year,make,model,odometer,sellingprice,transmission,color,interior
1996,Subaru,Legacy,161891,1200,manual,red,gray
2013,Subaru,Outback,51945,18900,automatic,gray,black
2013,Subaru,Legacy,28230,16900,automatic,black,tan
2013,Subaru,Outback,60242,21500,automatic,white,gray
2013,Subaru,Impreza,75626,14300,NA,black,tan
2013,Subaru,Outback,11188,25400,automatic,white,beige
2013,Subaru,Outback,89817,15600,automatic,blue,black
2012,Subaru,Impreza,30535,15000,manual,gray,black
2012,Subaru,Outback,36482,19000,automatic,red,black
2012,Subaru,Forester,38047,20750,automatic,green,gray
2012,Subaru,Forester,12617,20800,automatic,white,gray
2012,Subaru,Impreza,3234,13500,automatic,purple,beige
2012,Subaru,Outback,99865,13700,automatic,gray,black
2012,Subaru,Legacy,36078,14900,automatic,blue,gray
2012,Subaru,Impreza,45042,16500,NA,silver,black
2011,Subaru,Impreza,61107,13300,automatic,blue,black
2011,Subaru,Impreza,21876,10500,automatic,silver,black
2010,Subaru,Forester,88920,9800,automatic,black,black
2008,Subaru,Impreza,85161,11000,manual,black,black
2008,Subaru,Legacy,147891,4800,automatic,white,tan
2008,Subaru,Legacy,56158,7100,manual,silver,black
2008,Subaru,Legacy,83025,7600,automatic,blue,beige
2006,Subaru,Outback,67039,9400,automatic,blue,tan
2004,Subaru,Legacy,123382,1300,automatic,silver,—
2004,Subaru,Outback,147040,1900,manual,red,tan
2003,Subaru,Outback,193051,450,automatic,white,gray
2002,Subaru,Forester,166883,1500,automatic,green,beige
2001,Subaru,Outback,167231,550,automatic,blue,black
2000,Subaru,Outback,159266,900,automatic,green,tan
2014,Subaru,Legacy,9629,18200,automatic,gold,—
2014,Subaru,Legacy,10881,17800,automatic,blue,tan
2014,Subaru,Outback,8802,26100,automatic,blue,black
2014,Subaru,Legacy,10061,21200,automatic,white,beige
2014,Subaru,Legacy,10320,18000,automatic,gray,—
2014,Subaru,Forester,14170,22200,automatic,blue,gray
2014,Subaru,Legacy,14333,17600,automatic,blue,black
2014,Subaru,Legacy,8551,18200,automatic,gray,black
2014,Subaru,Legacy,11155,17800,automatic,blue,gray
2014,Subaru,Legacy,13554,18000,automatic,gray,black
2014,Subaru,Legacy,13716,17800,automatic,red,beige
2014,Subaru,Legacy,20229,17400,NA,white,tan
2014,Subaru,Legacy,12771,18200,automatic,gray,black
2014,Subaru,Legacy,13461,18000,automatic,gray,black
2014,Subaru,Legacy,8119,18200,automatic,white,gray
2014,Subaru,Legacy,8408,18200,automatic,beige,gray
2014,Subaru,Forester,1242,27200,automatic,burgundy,gray
2014,Subaru,Outback,14798,25800,automatic,silver,black
2014,Subaru,Legacy,9313,18400,automatic,gray,black
2014,Subaru,Legacy,13880,18200,automatic,silver,black
2014,Subaru,Legacy,16661,17400,automatic,white,gray
2014,Subaru,Legacy,14135,21200,automatic,brown,beige
2014,Subaru,Legacy,11575,18200,automatic,blue,beige
2014,Subaru,Legacy,17409,17600,automatic,blue,gray
2014,Subaru,Legacy,16427,17400,NA,blue,gray
2014,Subaru,Legacy,8748,18200,automatic,blue,beige
2014,Subaru,Legacy,17968,21000,automatic,silver,black
2014,Subaru,Legacy,10043,18000,automatic,gold,tan
2014,Subaru,Legacy,14022,17800,automatic,white,beige
2014,Subaru,Outback,11814,26000,automatic,gold,beige
2014,Subaru,Legacy,11224,18100,automatic,white,beige
2014,Subaru,Legacy,10878,17800,automatic,white,beige
2014,Subaru,Legacy,18835,17800,automatic,red,gray
2014,Subaru,Legacy,8971,18400,automatic,gray,black
2014,Subaru,Legacy,9892,18200,automatic,blue,black
2014,Subaru,Outback,17050,21800,automatic,red,black
2014,Subaru,Forester,10025,26800,automatic,red,black
2014,Subaru,Legacy,15905,17600,automatic,gray,black
2014,Subaru,Legacy,8737,21400,automatic,silver,black
2014,Subaru,Legacy,9602,18400,automatic,blue,black
2014,Subaru,Forester,17776,22600,automatic,brown,black
2014,Subaru,Legacy,12701,21000,automatic,gold,beige
2014,Subaru,Legacy,5269,18300,automatic,silver,black
2014,Subaru,Legacy,12297,18200,automatic,gold,beige
2014,Subaru,Legacy,15771,17800,automatic,blue,beige
2014,Subaru,Legacy,14010,20800,automatic,gray,black
2014,Subaru,Impreza,18752,18100,automatic,white,tan
2014,Subaru,Legacy,9512,21400,automatic,gray,beige
2014,Subaru,Legacy,16289,17400,automatic,blue,black
2014,Subaru,Outback,14941,29000,automatic,white,beige
2014,Subaru,Legacy,8518,18400,automatic,blue,black
2014,Subaru,Outback,13479,25800,automatic,red,black
2014,Subaru,Outback,10702,27800,automatic,burgundy,black
2014,Subaru,Legacy,10296,18200,automatic,white,gray
2014,Subaru,Legacy,10019,18400,automatic,burgundy,black
2014,Subaru,Legacy,2399,23600,automatic,red,black
2014,Subaru,Outback,10692,22600,automatic,red,black
2014,Subaru,Outback,11765,22600,automatic,gray,black
2014,Subaru,Outback,16640,25000,automatic,silver,black
2014,Subaru,Outback,10689,22600,automatic,blue,black
2014,Subaru,Outback,9465,22400,automatic,blue,black
2014,Subaru,Outback,16571,22000,automatic,beige,beige
2014,Subaru,Outback,15168,22000,automatic,silver,beige
2014,Subaru,Outback,15033,22000,automatic,blue,black
2014,Subaru,Outback,11491,22400,automatic,gray,black
2014,Subaru,Outback,15537,21400,automatic,green,beige
2014,Subaru,Outback,10780,22400,automatic,gray,black
2014,Subaru,Outback,15312,22200,automatic,silver,black
2014,Subaru,Outback,14458,22200,automatic,gold,beige
2014,Subaru,Outback,13309,22400,automatic,blue,black
2014,Subaru,Outback,11536,22400,automatic,blue,black
2014,Subaru,Outback,13761,22800,automatic,blue,beige
2014,Subaru,Outback,15817,25800,automatic,gray,black
2014,Subaru,Outback,10590,22800,automatic,burgundy,black
2014,Subaru,Outback,8946,22600,automatic,blue,black
2014,Subaru,Outback,18881,25800,automatic,blue,black
2014,Subaru,Outback,12729,22200,automatic,gray,black
2014,Subaru,Outback,9971,27500,automatic,gray,black
2014,Subaru,Outback,36063,21800,automatic,gray,tan
2014,Subaru,Outback,18041,22600,automatic,off-white,beige
2014,Subaru,Outback,13980,23000,automatic,—,black
2014,Subaru,Outback,16740,25200,automatic,silver,black
2014,Subaru,Outback,14222,22400,automatic,brown,tan
2014,Subaru,Outback,13169,22400,automatic,blue,black
2014,Subaru,Outback,12938,22300,automatic,blue,black
2014,Subaru,Outback,13496,22000,automatic,silver,black
2014,Subaru,Outback,15264,23000,automatic,white,beige
2014,Subaru,Outback,10026,23000,automatic,green,—
2014,Subaru,Outback,11182,22400,automatic,silver,black
2013,Subaru,Impreza,6861,20500,automatic,black,beige
2013,Subaru,Forester,53648,20500,NA,burgundy,gray
2012,Subaru,Forester,61796,15000,automatic,gray,—
2006,Subaru,Legacy,113194,8700,automatic,blue,beige
2013,Subaru,Outback,15854,21200,automatic,red,black
2013,Subaru,Impreza,8781,13600,automatic,gray,black
2013,Subaru,Legacy,51142,14700,NA,—,black
2013,Subaru,Legacy,23185,16300,automatic,black,tan
2013,Subaru,Forester,33847,17750,automatic,gray,gray
2013,Subaru,Forester,70766,14500,automatic,white,gray
2013,Subaru,Legacy,3776,18600,automatic,blue,beige
2013,Subaru,Forester,29480,21100,automatic,silver,black
2013,Subaru,Legacy,30978,17900,automatic,red,tan
2013,Subaru,Outback,45469,18000,automatic,red,black
2013,Subaru,Outback,22078,22000,automatic,gray,black
2012,Subaru,Legacy,16701,18000,NA,white,beige
2012,Subaru,Forester,50299,18800,automatic,white,gray
2012,Subaru,Impreza,47177,17200,NA,white,tan
2012,Subaru,Forester,99247,13850,automatic,white,gray
2012,Subaru,Legacy,26158,15600,automatic,gray,black
2011,Subaru,Legacy,54765,10400,manual,blue,beige
2011,Subaru,Outback,43506,16400,automatic,silver,black
2011,Subaru,Impreza,29766,12800,automatic,silver,black
2011,Subaru,Forester,58008,16200,automatic,red,gray
2011,Subaru,Legacy,41774,11800,automatic,red,black
2011,Subaru,Legacy,69727,14700,NA,black,beige
2011,Subaru,Outback,71104,15300,automatic,white,beige
2011,Subaru,Legacy,30064,20750,automatic,gray,black
2011,Subaru,Outback,40191,19200,NA,black,tan
2011,Subaru,Outback,46613,20400,automatic,silver,black
2011,Subaru,Impreza,28928,13900,NA,orange,tan
2011,Subaru,Outback,40272,19200,automatic,white,gray
2010,Subaru,Forester,68695,13000,automatic,black,black
2010,Subaru,Forester,46477,16700,automatic,gray,gray
2010,Subaru,Forester,114520,6900,automatic,green,gray
2009,Subaru,Forester,54677,13000,automatic,burgundy,black
2009,Subaru,Forester,120869,3700,automatic,green,gray
2008,Subaru,Impreza,71168,5800,NA,silver,black
2008,Subaru,Outback,156144,3100,automatic,white,gray
2007,Subaru,Impreza,60276,21500,manual,gray,black
2007,Subaru,Impreza,116188,7000,automatic,green,tan
2007,Subaru,Legacy,111286,5600,automatic,gray,black
2006,Subaru,Outback,116486,5600,automatic,blue,gray
2006,Subaru,Outback,112210,6600,automatic,blue,gray
2006,Subaru,Outback,109968,8300,manual,gray,beige
2006,Subaru,Outback,113972,5300,NA,black,gray
2006,Subaru,Legacy,95436,5500,automatic,silver,black
2006,Subaru,Legacy,91668,8900,manual,silver,purple
2005,Subaru,Impreza,145928,3800,NA,silver,gray
2005,Subaru,Legacy,65824,6600,automatic,white,gray
2005,Subaru,Outback,75780,8200,NA,black,black
2005,Subaru,Impreza,128933,8300,manual,silver,black
2004,Subaru,Impreza,75264,9100,manual,silver,black
2004,Subaru,Outback,151023,1100,manual,red,tan
2003,Subaru,Outback,88836,6600,automatic,white,gray
2001,Subaru,Forester,158268,2500,automatic,white,gray
2001,Subaru,Outback,121765,1500,automatic,green,tan
1999,Subaru,Legacy,131550,500,automatic,black,gray
1999,Subaru,Legacy,121010,1400,automatic,silver,gray
1998,Subaru,Legacy,69479,4000,automatic,red,black
1998,Subaru,Impreza,139664,250,automatic,black,gray
1995,Subaru,Legacy,249362,475,automatic,blue,gray
2014,Subaru,Forester,12774,19600,automatic,gray,gray
2014,Subaru,Impreza,7827,19100,automatic,white,beige
2014,Subaru,Forester,4847,21300,automatic,green,gray
2014,Subaru,Forester,30879,20900,automatic,green,beige
2014,Subaru,Outback,29393,21500,NA,silver,black
2012,Subaru,Impreza,32677,14800,automatic,gray,black
2012,Subaru,Outback,73461,15500,automatic,blue,tan
2012,Subaru,Forester,21838,20100,automatic,blue,gray
2012,Subaru,Legacy,58121,11100,automatic,white,tan
2012,Subaru,Outback,54263,20300,automatic,blue,tan
2012,Subaru,Forester,93909,15000,automatic,gray,gray
2012,Subaru,Impreza,25600,22700,manual,silver,black
2012,Subaru,Forester,31008,19200,automatic,burgundy,gray
2012,Subaru,Outback,59710,18200,automatic,gray,black
2011,Subaru,Outback,54534,16600,automatic,white,gray
2011,Subaru,Forester,38971,18000,NA,gray,gray
2011,Subaru,Legacy,54355,14000,automatic,gray,black
2011,Subaru,Legacy,117998,7900,automatic,black,black
2011,Subaru,Legacy,108443,7700,automatic,black,beige
2011,Subaru,Forester,97571,13600,automatic,white,gray
2011,Subaru,Outback,101771,13300,NA,red,gray
2011,Subaru,Impreza,30134,27500,manual,blue,black
2011,Subaru,Forester,29670,15700,automatic,blue,gray
2011,Subaru,Legacy,71506,10600,automatic,gray,black
2011,Subaru,Outback,75291,18000,automatic,white,tan
2010,Subaru,Forester,85995,10800,NA,gray,gray
2010,Subaru,Forester,65683,10100,NA,blue,gray
2010,Subaru,Impreza,122449,14100,manual,off-white,black
2010,Subaru,Impreza,53429,9000,automatic,white,brown
2009,Subaru,Outback,113678,8800,NA,gray,beige
2008,Subaru,Impreza,95239,17900,manual,black,black
2008,Subaru,Outback,94697,8700,automatic,beige,tan
2008,Subaru,Outback,95684,7800,manual,gray,black
2008,Subaru,Impreza,108474,5900,automatic,white,beige
2008,Subaru,Impreza,56704,9800,NA,silver,black
2008,Subaru,Impreza,86495,5900,manual,white,beige
2007,Subaru,Impreza,39824,23500,manual,blue,blue
2005,Subaru,Outback,121049,6800,automatic,silver,black
2002,Subaru,Outback,119744,2000,automatic,green,tan
2001,Subaru,Outback,138355,1450,automatic,burgundy,beige
2000,Subaru,Outback,89122,5600,manual,green,tan
2014,Subaru,Forester,26899,21750,automatic,white,gray
2014,Subaru,Outback,9823,22600,automatic,red,beige
2014,Subaru,Legacy,17586,16400,automatic,blue,beige
2014,Subaru,Forester,18894,21700,automatic,blue,gray
2013,Subaru,Outback,50863,20100,automatic,gray,black
2013,Subaru,Outback,34848,20000,automatic,white,gray
2013,Subaru,Legacy,93086,10800,automatic,black,black
2012,Subaru,Forester,67821,14700,automatic,silver,black
2012,Subaru,Impreza,52381,13400,automatic,black,black
2012,Subaru,Legacy,33366,16000,NA,silver,black
2011,Subaru,Impreza,50727,12900,automatic,red,beige
2011,Subaru,Legacy,48786,13300,automatic,brown,tan
2011,Subaru,Impreza,30933,14000,automatic,black,beige
2011,Subaru,Legacy,35185,15100,automatic,gray,black
2011,Subaru,Legacy,19977,14400,automatic,gray,black
2011,Subaru,Legacy,46330,11900,automatic,black,gray
2011,Subaru,Legacy,60377,11200,automatic,gray,black
2011,Subaru,Legacy,28368,13600,automatic,gray,black
2011,Subaru,Impreza,30489,12400,manual,black,beige
2011,Subaru,Legacy,37596,11100,automatic,white,beige
2011,Subaru,Forester,60805,14700,automatic,off-white,gray
2011,Subaru,Outback,48489,15800,automatic,brown,tan
2011,Subaru,Outback,71934,14100,automatic,black,beige
2010,Subaru,Forester,71025,11200,manual,black,black
2006,Subaru,Impreza,44583,20100,manual,blue,blue
2005,Subaru,Impreza,144540,6500,automatic,black,black
2001,Subaru,Outback,186270,1000,automatic,green,beige
2013,Subaru,Legacy,40755,14800,automatic,white,tan
2013,Subaru,Legacy,41386,15000,automatic,silver,black
2013,Subaru,Legacy,41655,15100,automatic,white,gray
2013,Subaru,Outback,40793,18900,automatic,red,black
2012,Subaru,Forester,44917,17700,automatic,black,black
2012,Subaru,Legacy,21168,17900,NA,burgundy,black
2012,Subaru,Impreza,37511,20500,manual,silver,black
2011,Subaru,Forester,33552,20500,automatic,blue,black
2011,Subaru,Outback,85365,11500,automatic,green,gray
2011,Subaru,Impreza,59227,23500,manual,red,black
2011,Subaru,Impreza,31385,28600,manual,gray,black
2011,Subaru,Outback,102330,10200,automatic,white,tan
2011,Subaru,Impreza,28376,30250,manual,red,black
2010,Subaru,Impreza,68042,10800,automatic,white,beige
2009,Subaru,Forester,95452,4000,automatic,black,gray
2008,Subaru,Legacy,75675,7900,NA,white,tan
2008,Subaru,Impreza,134833,5600,manual,silver,black
2008,Subaru,Outback,81507,9000,automatic,gold,beige
2008,Subaru,Impreza,135330,2500,manual,black,gray
2008,Subaru,Outback,159679,1850,automatic,gray,black
2006,Subaru,Outback,88984,8600,automatic,green,tan
2005,Subaru,Impreza,126176,9300,manual,black,blue
2005,Subaru,Impreza,72193,12200,automatic,white,black
2002,Subaru,Outback,125626,3950,automatic,blue,brown
2002,Subaru,Forester,250524,1000,automatic,blue,gray
2001,Subaru,Outback,173208,2000,automatic,green,beige
2001,Subaru,Outback,221329,1600,automatic,green,tan
2014,Subaru,Legacy,12584,19400,NA,gold,tan
2014,Subaru,Legacy,8273,18800,NA,gray,black
2014,Subaru,Forester,24699,19100,manual,blue,gray
2014,Subaru,Legacy,39049,15300,automatic,white,gray
2014,Subaru,Outback,34614,24000,NA,green,beige
2013,Subaru,Forester,29525,21250,automatic,white,gray
2013,Subaru,Legacy,104150,9000,automatic,white,beige
2013,Subaru,Legacy,18916,16300,automatic,brown,gray
2013,Subaru,Legacy,81487,11300,automatic,white,beige
2013,Subaru,Legacy,71451,12600,automatic,silver,black
2013,Subaru,Outback,60352,17900,automatic,blue,beige
2012,Subaru,Legacy,47989,15000,automatic,gray,black
2012,Subaru,Forester,40981,17200,automatic,black,black
2012,Subaru,Legacy,49206,14200,automatic,black,tan
2012,Subaru,Forester,42348,18250,automatic,blue,black
2012,Subaru,Impreza,30509,14600,automatic,blue,brown
2012,Subaru,Outback,70002,16100,automatic,blue,black
2012,Subaru,Legacy,32335,15200,automatic,gray,black
2012,Subaru,Legacy,32242,14600,manual,gray,black
2012,Subaru,Impreza,44469,15100,automatic,white,beige
2012,Subaru,Outback,59732,16000,automatic,gray,black
2012,Subaru,Impreza,45998,14600,automatic,black,gray
2012,Subaru,Impreza,49874,11700,automatic,gray,black
2011,Subaru,Impreza,29463,14300,automatic,blue,tan
2011,Subaru,Forester,29965,19100,automatic,gray,silver
2011,Subaru,Outback,56275,15800,automatic,burgundy,tan
2011,Subaru,Forester,34013,15900,automatic,blue,black
2011,Subaru,Impreza,30784,10800,automatic,gray,gray
2009,Subaru,Impreza,89643,7800,automatic,silver,black
2009,Subaru,Forester,75290,9500,automatic,burgundy,black
2009,Subaru,Impreza,127808,4200,automatic,black,beige
2008,Subaru,Impreza,84956,8000,manual,blue,black
2008,Subaru,Impreza,64234,14900,manual,red,black
2006,Subaru,Impreza,115902,4100,automatic,red,black
2004,Subaru,Legacy,49362,3000,automatic,blue,black
2001,Subaru,Forester,220654,600,manual,red,tan
2001,Subaru,Forester,169413,2000,manual,blue,gray
2001,Subaru,Outback,132987,2300,automatic,green,gray
2013,Subaru,Outback,52217,21000,automatic,—,beige
2013,Subaru,Legacy,85795,12400,automatic,gray,black
2012,Subaru,Legacy,69629,12300,automatic,blue,beige
2012,Subaru,Outback,31527,17400,NA,white,beige
2012,Subaru,Outback,50115,17500,automatic,—,black
2012,Subaru,Legacy,61766,11100,automatic,gray,black
2012,Subaru,Legacy,57547,13400,automatic,black,beige
2012,Subaru,Legacy,65570,12100,automatic,white,gray
2012,Subaru,Outback,98969,12500,automatic,gray,black
2012,Subaru,Outback,32370,19900,automatic,blue,beige
2011,Subaru,Forester,54386,16000,NA,blue,gray
2011,Subaru,Impreza,43225,12900,automatic,black,black
2011,Subaru,Legacy,105931,9800,automatic,gray,black
2011,Subaru,Legacy,34907,9250,automatic,silver,black
2011,Subaru,Outback,44343,17600,automatic,brown,beige
2010,Subaru,Forester,129469,10100,NA,black,black
2009,Subaru,Legacy,71534,8400,automatic,green,gray
2008,Subaru,Impreza,145781,6300,automatic,red,beige
2005,Subaru,Legacy,98265,4700,automatic,blue,tan
2005,Subaru,Outback,143615,3300,automatic,white,gray
2003,Subaru,Outback,143006,4400,automatic,gold,beige
1997,Subaru,Legacy,215586,800,automatic,white,gray
1996,Subaru,Impreza,218633,700,automatic,blue,gray
2014,Subaru,Forester,12381,22750,automatic,blue,gray
2014,Subaru,Legacy,33616,17600,automatic,silver,black
2013,Subaru,Legacy,19999,21400,automatic,blue,gray
2013,Subaru,Outback,35091,22600,automatic,blue,beige
2013,Subaru,Impreza,35156,14400,automatic,black,black
2013,Subaru,Legacy,26511,18500,automatic,—,black
2013,Subaru,Legacy,32889,14300,automatic,black,tan
2013,Subaru,Legacy,91039,11000,automatic,black,black
2012,Subaru,Forester,57176,15300,automatic,blue,black
2012,Subaru,Forester,44485,18100,automatic,gray,gray
2012,Subaru,Forester,28341,21100,automatic,black,black
2011,Subaru,Impreza,30179,12700,automatic,silver,black
2011,Subaru,Outback,36867,18800,automatic,green,gray
2011,Subaru,Impreza,15854,13600,automatic,blue,black
2011,Subaru,Outback,37727,20700,automatic,blue,black
2011,Subaru,Impreza,71279,12400,automatic,silver,black
2011,Subaru,Impreza,55122,26800,automatic,blue,black
2011,Subaru,Impreza,88628,13700,automatic,red,black
2010,Subaru,Forester,104434,8500,automatic,—,gray
2010,Subaru,Legacy,89923,10100,automatic,white,gray
2010,Subaru,Forester,69479,13600,automatic,silver,black
2010,Subaru,Outback,104227,12500,NA,gray,black
2008,Subaru,Impreza,78662,9750,automatic,gray,black
2008,Subaru,Outback,82405,10400,automatic,blue,beige
2008,Subaru,Forester,116331,7500,automatic,red,beige
2008,Subaru,Outback,200610,2000,automatic,black,black
2007,Subaru,Legacy,123399,3100,automatic,blue,tan
2006,Subaru,Outback,122735,3300,automatic,silver,black
2006,Subaru,Impreza,41755,18000,manual,black,blue
2006,Subaru,Impreza,114304,4600,manual,gray,gray
2005,Subaru,Legacy,153272,3000,automatic,blue,black
2005,Subaru,Outback,178581,1550,manual,green,gray
2004,Subaru,Legacy,231331,1100,automatic,green,gray
2004,Subaru,Outback,176372,3100,automatic,silver,tan
2002,Subaru,Forester,192137,1600,automatic,silver,gray
2002,Subaru,Outback,149447,2000,automatic,blue,gray
2002,Subaru,Impreza,94008,8500,manual,silver,black
2001,Subaru,Outback,21072,1200,automatic,green,beige
2000,Subaru,Outback,179502,1300,automatic,burgundy,tan
2000,Subaru,Outback,165183,1500,manual,green,beige
1999,Subaru,Legacy,121191,800,automatic,burgundy,gray
2014,Subaru,Forester,25246,21700,automatic,green,gray
2014,Subaru,Forester,25148,21900,automatic,gray,gray
2014,Subaru,Legacy,54748,16500,automatic,silver,black
2014,Subaru,Impreza,26996,17500,automatic,white,black
2013,Subaru,Impreza,18753,14200,automatic,blue,black
2013,Subaru,Legacy,65361,13500,automatic,—,black
2012,Subaru,Outback,80526,16200,NA,—,beige
2010,Subaru,Forester,46562,18200,automatic,silver,gray
2000,Subaru,Impreza,118569,800,manual,silver,gray
2012,Subaru,Legacy,75495,11200,automatic,silver,black
2012,Subaru,Impreza,48672,13600,automatic,blue,black
2011,Subaru,Outback,38946,19300,automatic,green,tan
2010,Subaru,Outback,124771,12300,automatic,silver,black
2009,Subaru,Forester,124478,6900,automatic,gray,gray
2009,Subaru,Impreza,120281,5400,automatic,orange,tan
2009,Subaru,Forester,116450,6900,manual,black,gray
2009,Subaru,Impreza,36294,20000,manual,gray,black
2008,Subaru,Impreza,113453,10000,manual,silver,black
2008,Subaru,Legacy,126017,2400,automatic,black,black
2008,Subaru,Impreza,83324,6900,NA,silver,black
2008,Subaru,Legacy,87112,8400,automatic,gray,black
2007,Subaru,Legacy,160683,3500,NA,white,beige
2006,Subaru,Impreza,85355,5900,automatic,blue,gray
2006,Subaru,Impreza,144672,15400,manual,white,blue
2005,Subaru,Outback,77864,9400,automatic,green,beige
2002,Subaru,Forester,201340,1600,automatic,silver,gray
2002,Subaru,Forester,148240,2100,manual,silver,gray
2001,Subaru,Forester,154723,1000,automatic,silver,gray
2000,Subaru,Outback,102266,4800,automatic,burgundy,tan
2014,Subaru,Impreza,3895,16700,automatic,gray,black
2014,Subaru,Legacy,4154,18000,automatic,blue,gray
2014,Subaru,Impreza,7340,16700,automatic,gray,black
2014,Subaru,Legacy,6089,18000,automatic,blue,black
2014,Subaru,Legacy,4899,18200,automatic,blue,black
2014,Subaru,Impreza,5442,16900,automatic,silver,black
2014,Subaru,Impreza,4189,16800,automatic,gray,black
2014,Subaru,Impreza,7223,16600,automatic,white,beige
2014,Subaru,Forester,28440,21750,automatic,black,black
2014,Subaru,Legacy,6883,18000,automatic,gray,black
2014,Subaru,Legacy,6204,18000,automatic,blue,beige
2014,Subaru,Legacy,2566,18200,automatic,gray,black
2014,Subaru,Impreza,6430,16600,automatic,red,black
2014,Subaru,Legacy,6618,18000,automatic,gray,black
2014,Subaru,Impreza,12547,17500,automatic,silver,black
2014,Subaru,Legacy,5797,17700,automatic,gray,black
2014,Subaru,Legacy,6149,18000,automatic,gray,beige
2014,Subaru,Legacy,6035,18000,automatic,gray,black
2014,Subaru,Impreza,6939,16600,automatic,gray,gray
2014,Subaru,Impreza,6393,16400,automatic,gray,black
2014,Subaru,Legacy,5808,18000,automatic,silver,black
2014,Subaru,Legacy,6153,18000,automatic,blue,black
2014,Subaru,Impreza,7868,18000,automatic,blue,black
2014,Subaru,Legacy,3037,18200,automatic,gray,black
2014,Subaru,Impreza,8307,17400,automatic,gray,black
2014,Subaru,Legacy,5956,18000,automatic,red,black
2014,Subaru,Impreza,5903,16700,automatic,silver,black
2014,Subaru,Legacy,12225,21000,automatic,gray,black
2014,Subaru,Legacy,8652,17900,automatic,blue,black
2014,Subaru,Legacy,8409,17900,automatic,white,beige
2014,Subaru,Legacy,8369,17700,automatic,gray,black
2014,Subaru,Legacy,13200,22200,automatic,silver,black
2014,Subaru,Legacy,12539,18100,automatic,silver,beige
2014,Subaru,Legacy,9539,17900,automatic,silver,black
2014,Subaru,Outback,17076,26300,automatic,gray,black
2014,Subaru,Outback,20361,26400,automatic,white,gray
2014,Subaru,Outback,7239,23800,automatic,gray,black
2014,Subaru,Legacy,15472,17700,automatic,gold,beige
2014,Subaru,Legacy,8658,17900,automatic,black,beige
2014,Subaru,Legacy,7949,17900,automatic,gray,black
2014,Subaru,Legacy,8964,17900,automatic,red,black
2014,Subaru,Outback,6603,23900,automatic,gray,black
2014,Subaru,Legacy,13262,17400,automatic,white,gray
2014,Subaru,Legacy,7890,18200,automatic,gray,black
2014,Subaru,Legacy,8442,17900,automatic,gray,beige
2014,Subaru,Outback,10165,24100,automatic,green,beige
2014,Subaru,Outback,6270,23800,NA,white,gray
2014,Subaru,Legacy,8783,18100,automatic,blue,black
2014,Subaru,Legacy,11972,17700,automatic,white,beige
2014,Subaru,Outback,17819,23600,automatic,white,tan
2014,Subaru,Outback,18325,24000,automatic,gray,black
2014,Subaru,Outback,22092,22800,automatic,gray,black
2014,Subaru,Outback,13867,23800,automatic,silver,black
2014,Subaru,Outback,17898,23300,automatic,silver,black
2014,Subaru,Outback,16037,24000,automatic,green,beige
2015,Subaru,Forester,10576,23000,automatic,red,beige
2015,Subaru,Forester,12115,22900,automatic,gray,gray
2015,Subaru,Forester,5409,23200,automatic,silver,black
2015,Subaru,Forester,12104,22700,automatic,silver,gray
2015,Subaru,Forester,9076,22800,automatic,white,gray
2015,Subaru,Forester,5013,23200,automatic,red,gray
2015,Subaru,Forester,8692,23100,automatic,gray,gray
2015,Subaru,Forester,8336,22900,automatic,silver,beige
2015,Subaru,Forester,8349,23100,automatic,red,gray
2015,Subaru,Forester,3782,23300,automatic,gray,gray
2015,Subaru,Forester,11653,22900,automatic,beige,black
2015,Subaru,Forester,6695,23200,automatic,blue,gray
2015,Subaru,Forester,8186,23100,automatic,white,gray
2015,Subaru,Forester,8240,23100,automatic,gold,black
2015,Subaru,Forester,6554,23200,automatic,silver,beige
2015,Subaru,Forester,6162,23200,automatic,green,gray
2015,Subaru,Forester,2355,23400,automatic,silver,black
2015,Subaru,Forester,6907,23000,automatic,white,gray
2015,Subaru,Forester,7351,23100,automatic,gray,gray
2015,Subaru,Forester,6755,23200,automatic,green,gray
2015,Subaru,Forester,7505,23100,automatic,gray,black
2015,Subaru,Forester,4787,23300,automatic,blue,gray
2015,Subaru,Forester,3563,23300,automatic,black,black
2015,Subaru,Forester,2694,23400,automatic,gray,gray
2015,Subaru,Forester,3421,24100,automatic,silver,gray
2015,Subaru,Forester,5987,23000,automatic,green,gray
2012,Subaru,Impreza,20181,31500,manual,white,black
2008,Subaru,Forester,90733,6000,automatic,gray,gray
2008,Subaru,Outback,103188,9300,automatic,brown,beige
2008,Subaru,Outback,98063,7900,automatic,white,gray
2005,Subaru,Legacy,89666,6300,automatic,silver,black
2005,Subaru,Legacy,163560,2850,manual,blue,black
2005,Subaru,Outback,99544,8900,automatic,silver,gray
2004,Subaru,Outback,158230,3600,automatic,silver,tan
2001,Subaru,Forester,188533,1950,automatic,burgundy,beige
2013,Subaru,Impreza,19507,16300,automatic,white,tan
2013,Subaru,Legacy,17738,17300,automatic,gray,black
2013,Subaru,Outback,53624,18500,automatic,white,gray
2012,Subaru,Impreza,20902,11800,automatic,blue,black
2012,Subaru,Impreza,27919,16300,automatic,blue,black
2012,Subaru,Legacy,32560,22000,automatic,white,gray
2012,Subaru,Forester,15545,23250,automatic,green,beige
2012,Subaru,Impreza,13560,15100,automatic,red,black
2011,Subaru,Forester,118339,11600,automatic,white,gray
2011,Subaru,Impreza,94148,19600,manual,black,black
2011,Subaru,Impreza,24353,13300,manual,silver,black
